ENSG00000147443.11	DOK2
ENSG00000235491.1	LINC01889
ENSG00000064726.8	BTBD1
ENSG00000104903.4	LYL1
ENSG00000152439.11	ZNF773
ENSG00000127220.5	ABHD8
ENSG00000277589.1	AC244093.4
ENSG00000100316.14	RPL3
ENSG00000234842.1	MTCO2P16
ENSG00000114631.10	PODXL2
ENSG00000233912.1	AC026202.2
ENSG00000273367.1	AL355472.3
ENSG00000132958.16	TPTE2
ENSG00000280118.1	AC090983.1
ENSG00000258684.2	BMS1P16
ENSG00000101365.19	IDH3B
ENSG00000231916.1	AC006033.1
ENSG00000185483.10	ROR1
ENSG00000250632.1	LINC02171
ENSG00000272844.1	AC074044.1
ENSG00000224312.1	MCCD1P2
ENSG00000260167.1	AC093249.2
ENSG00000265352.1	LINC01899
ENSG00000124939.5	SCGB2A1
ENSG00000228043.4	AC114763.1
ENSG00000183734.4	ASCL2
ENSG00000188389.9	PDCD1
ENSG00000185518.10	SV2B
ENSG00000237351.1	ITPK1P1
ENSG00000266102.1	AP006219.1
ENSG00000213104.3	NPM1P46
ENSG00000254873.1	AP001267.1
ENSG00000228590.1	MIR4432HG
ENSG00000133112.15	TPT1
ENSG00000131355.13	ADGRE3
ENSG00000137492.6	THAP12
ENSG00000231579.3	RPL7P21
ENSG00000213590.2	AL807752.1
ENSG00000150471.14	ADGRL3
ENSG00000198832.9	SELENOM
ENSG00000254596.1	AP002748.3
ENSG00000077274.8	CAPN6
ENSG00000232783.4	FRG2FP
ENSG00000224908.1	TIMM8BP2
ENSG00000237238.2	BMS1P10
ENSG00000249531.2	AC098799.2
ENSG00000273454.1	AC112503.2
ENSG00000222585.1	RNA5SP494
ENSG00000248874.4	C5orf17
ENSG00000164615.4	CAMLG
ENSG00000262678.1	AC004771.4
ENSG00000260742.1	AC009962.1
ENSG00000240376.1	AC010343.1
ENSG00000226526.1	AL049569.1
ENSG00000182310.11	SPACA6
ENSG00000226853.2	AC010894.1
ENSG00000137822.11	TUBGCP4
ENSG00000177951.16	BET1L
ENSG00000231210.2	COMETT
ENSG00000151655.16	ITIH2
ENSG00000183258.10	DDX41
ENSG00000105467.7	SYNGR4
ENSG00000255236.2	AP002992.1
ENSG00000135919.11	SERPINE2
ENSG00000163697.15	APBB2
ENSG00000260244.1	AC104083.1
ENSG00000074219.12	TEAD2
ENSG00000129245.10	FXR2
ENSG00000197976.9	AKAP17A
ENSG00000132481.5	TRIM47
ENSG00000186222.4	BLOC1S4
ENSG00000064270.11	ATP2C2
ENSG00000158497.2	HMHB1
ENSG00000268606.4	MAGEA2
ENSG00000224597.8	SVIL-AS1
ENSG00000151882.10	CCL28
ENSG00000272940.1	U62317.2
ENSG00000164266.9	SPINK1
ENSG00000280255.1	AC004947.2
ENSG00000099139.12	PCSK5
ENSG00000148672.8	GLUD1
ENSG00000249624.7	AP000295.1
ENSG00000101146.11	RAE1
ENSG00000257950.3	P2RX5-TAX1BP3
ENSG00000247596.7	TWF2
ENSG00000176438.11	SYNE3
ENSG00000259091.1	LINC00517
ENSG00000242612.5	DECR2
ENSG00000236754.4	AC007666.1
ENSG00000258679.1	AC121758.2
ENSG00000160688.17	FLAD1
ENSG00000204843.11	DCTN1
ENSG00000112144.14	CILK1
ENSG00000170909.12	OSCAR
ENSG00000249572.1	AC034231.1
ENSG00000066735.13	KIF26A
ENSG00000131941.6	RHPN2
ENSG00000261786.1	AC006058.1
ENSG00000243680.1	RPL37P23
ENSG00000240591.1	AL096701.3
ENSG00000213328.3	AC104117.1
ENSG00000182263.12	FIGN
ENSG00000143632.13	ACTA1
ENSG00000049541.9	RFC2
ENSG00000267476.1	AC104365.1
ENSG00000139572.3	GPR84
ENSG00000281501.1	SEPSECS-AS1
ENSG00000271040.1	AL390955.2
ENSG00000240429.1	LRRFIP1P1
ENSG00000138166.5	DUSP5
ENSG00000236039.1	AC019117.1
ENSG00000169258.6	GPRIN1
ENSG00000266401.1	AP002478.1
ENSG00000207572.2	MIR363
ENSG00000260230.2	FRRS1L
ENSG00000232724.1	TRIM80P
ENSG00000189056.12	RELN
ENSG00000099953.8	MMP11
ENSG00000196189.11	SEMA4A
ENSG00000073464.10	CLCN4
ENSG00000265121.1	AC068594.1
ENSG00000084090.12	STARD7
ENSG00000265366.5	GLUD1P2
ENSG00000177133.9	PRDM16-DT
ENSG00000171643.12	S100Z
ENSG00000206052.9	DOK6
ENSG00000123610.4	TNFAIP6
ENSG00000171388.11	APLN
ENSG00000129657.13	SEC14L1
ENSG00000220875.1	H3C9P
ENSG00000008513.13	ST3GAL1
ENSG00000249599.1	BMPR1B-DT
ENSG00000271538.4	LINC02427
ENSG00000280147.1	AC084026.3
ENSG00000129990.13	SYT5
ENSG00000134697.11	GNL2
ENSG00000236204.4	LINC01376
ENSG00000202159.1	RNU6-742P
ENSG00000169621.8	APLF
ENSG00000200366.1	RNU6-511P
ENSG00000164506.13	STXBP5
ENSG00000270402.1	AC011458.1
ENSG00000141854.6	MISP3
ENSG00000099899.13	TRMT2A
ENSG00000275484.1	AP003419.3
ENSG00000234509.1	AP000253.1
ENSG00000229178.1	AC233280.1
ENSG00000136819.13	C9orf78
ENSG00000184903.8	IMMP2L
ENSG00000154529.13	CNTNAP3B
ENSG00000107959.14	PITRM1
ENSG00000175606.9	TMEM70
ENSG00000196547.13	MAN2A2
ENSG00000102924.10	CBLN1
ENSG00000134817.10	APLNR
ENSG00000258082.1	AL391832.3
ENSG00000211800.3	TRAV20
ENSG00000271761.1	AL021368.1
ENSG00000232917.5	HSPE1P6
ENSG00000261526.2	AC012615.1
ENSG00000158062.19	UBXN11
ENSG00000215177.3	IGLV8OR8-1
ENSG00000171570.9	RAB4B-EGLN2
ENSG00000227066.1	Z98257.1
ENSG00000197457.8	STMN3
ENSG00000241411.1	AC104619.1
ENSG00000267278.4	MAP3K14-AS1
ENSG00000146556.13	WASH2P
ENSG00000223768.1	LINC00205
ENSG00000173391.7	OLR1
ENSG00000272768.1	AC004854.2
ENSG00000142002.15	DPP9
ENSG00000255439.5	AC135050.2
ENSG00000246090.5	AP002026.1
ENSG00000260572.1	AC069224.1
ENSG00000196505.9	GDAP2
ENSG00000235554.1	SRSF6P2
ENSG00000255120.4	OVOL1-AS1
ENSG00000257613.1	LINC01481
ENSG00000173988.11	LRRC63
ENSG00000169991.9	IFFO2
ENSG00000261857.5	MIA
ENSG00000111450.12	STX2
ENSG00000106617.12	PRKAG2
ENSG00000123505.13	AMD1
ENSG00000171368.11	TPPP
ENSG00000256464.1	YWHABP2
ENSG00000102287.15	GABRE
ENSG00000273155.1	AC092587.1
ENSG00000251576.1	LINC01267
ENSG00000243802.2	AC090589.1
ENSG00000217702.2	AC073263.1
ENSG00000188290.9	HES4
ENSG00000213638.5	ADAT3
ENSG00000255843.1	AP000593.3
ENSG00000124635.8	H2BC11
ENSG00000182093.13	GET1
ENSG00000275144.1	SNX18P5
ENSG00000100350.13	FOXRED2
ENSG00000111596.10	CNOT2
ENSG00000242457.1	RBBP4P2
ENSG00000250564.1	AC109454.3
ENSG00000153060.6	TEKT5
ENSG00000258534.1	AL132712.1
ENSG00000183628.11	DGCR6
ENSG00000270177.1	AC104109.2
ENSG00000273627.1	MIR4726
ENSG00000144451.17	SPAG16
ENSG00000260100.1	AL512604.3
ENSG00000224607.4	IGKV1D-27
ENSG00000232628.4	AC092809.2
ENSG00000184719.10	RNLS
ENSG00000119559.14	C19orf25
ENSG00000268849.4	SIGLEC22P
ENSG00000199627.1	RNU6-1010P
ENSG00000235349.1	AC016769.3
ENSG00000095906.15	NUBP2
ENSG00000175265.16	GOLGA8A
ENSG00000162594.13	IL23R
ENSG00000267706.3	AC020922.1
ENSG00000166454.8	ATMIN
ENSG00000100242.14	SUN2
ENSG00000198860.10	TSEN15
ENSG00000107882.10	SUFU
ENSG00000107960.9	STN1
ENSG00000271582.1	AC073111.1
ENSG00000134072.9	CAMK1
ENSG00000159208.14	CIART
ENSG00000101901.9	ALG13
ENSG00000125962.13	ARMCX5
ENSG00000213304.3	AC008481.2
ENSG00000267184.1	AC002545.1
ENSG00000238120.1	LINC01589
ENSG00000281566.1	AL157778.1
ENSG00000248187.1	AC078850.1
ENSG00000233509.2	ZNF197-AS1
ENSG00000141314.11	RHBDL3
ENSG00000179934.6	CCR8
ENSG00000228540.1	AC073326.1
ENSG00000171931.11	FBXW10
ENSG00000161031.11	PGLYRP2
ENSG00000226883.1	AL035416.1
ENSG00000261083.1	LINC02516
ENSG00000266954.1	AP001010.1
ENSG00000065491.8	TBC1D22B
ENSG00000102003.9	SYP
ENSG00000251975.1	RNU6-718P
ENSG00000143816.7	WNT9A
ENSG00000280594.1	BTG3-AS1
ENSG00000129197.13	RPAIN
ENSG00000248235.5	AC037459.1
ENSG00000267098.1	AC113137.1
ENSG00000220323.3	H2BC19P
ENSG00000231473.2	RB1-DT
ENSG00000100429.16	HDAC10
ENSG00000165355.7	FBXO33
ENSG00000250966.2	H3P14
ENSG00000242262.1	AC092597.1
ENSG00000250474.1	WBP1LP2
ENSG00000171116.7	HSFX1
ENSG00000213478.2	CFL1P2
ENSG00000270896.1	AL645939.3
ENSG00000238057.7	ZEB2-AS1
ENSG00000169715.13	MT1E
ENSG00000071909.17	MYO3B
ENSG00000260924.2	LINC01311
ENSG00000257727.4	CNPY2
ENSG00000223263.1	RNU6-387P
ENSG00000089737.14	DDX24
ENSG00000158806.12	NPM2
ENSG00000100599.14	RIN3
ENSG00000265589.2	AL359753.1
ENSG00000249661.1	TNRC18P1
ENSG00000141644.16	MBD1
ENSG00000227361.1	RPS24P7
ENSG00000140459.16	CYP11A1
ENSG00000176681.13	LRRC37A
ENSG00000182307.11	C8orf33
ENSG00000101421.3	CHMP4B
ENSG00000267156.1	TPMTP1
ENSG00000259775.1	AL138976.2
ENSG00000141337.11	ARSG
ENSG00000104133.13	SPG11
ENSG00000203804.4	ADAMTSL4-AS1
ENSG00000070018.7	LRP6
ENSG00000224687.1	RASAL2-AS1
ENSG00000198105.10	ZNF248
ENSG00000280097.1	AC073592.8
ENSG00000231507.1	LINC01353
ENSG00000106633.14	GCK
ENSG00000227666.1	CYCSP24
ENSG00000248458.2	AL139147.1
ENSG00000228775.6	WEE2-AS1
ENSG00000173917.10	HOXB2
ENSG00000275285.1	AL391095.2
ENSG00000166689.13	PLEKHA7
ENSG00000259159.4	MFRP
ENSG00000196411.8	EPHB4
ENSG00000120889.11	TNFRSF10B
ENSG00000128218.7	VPREB3
ENSG00000166794.4	PPIB
ENSG00000231576.1	MTCO2P20
ENSG00000113456.17	RAD1
ENSG00000234287.1	AC099560.2
ENSG00000156049.6	GNA14
ENSG00000273145.1	BX537318.1
ENSG00000166579.14	NDEL1
ENSG00000213704.3	EEF1A1P15
ENSG00000168952.14	STXBP6
ENSG00000062282.13	DGAT2
ENSG00000090674.14	MCOLN1
ENSG00000177485.6	ZBTB33
ENSG00000225289.1	RPL29P29
ENSG00000185504.15	FAAP100
ENSG00000229771.2	AL035665.1
ENSG00000132182.10	NUP210
ENSG00000278963.1	AC005921.3
ENSG00000230448.4	LINC00276
ENSG00000075240.15	GRAMD4
ENSG00000228933.6	AC107419.1
ENSG00000229677.1	AC018644.1
ENSG00000251484.3	AL356488.1
ENSG00000259721.1	AC090877.2
ENSG00000203740.3	METTL11B
ENSG00000279613.1	AC124283.5
ENSG00000231569.1	AL355334.1
ENSG00000213871.3	TAF9BP1
ENSG00000249741.2	AC093890.1
ENSG00000159239.10	AC005041.1
ENSG00000262049.1	AC139530.1
ENSG00000227110.5	LMCD1-AS1
ENSG00000185085.2	INTS5
ENSG00000115415.17	STAT1
ENSG00000259707.1	AC105339.4
ENSG00000246366.5	LACTB2-AS1
ENSG00000088247.14	KHSRP
ENSG00000139428.10	MMAB
ENSG00000260095.1	AC106820.3
ENSG00000147416.9	ATP6V1B2
ENSG00000226085.3	UQCRFS1P1
ENSG00000108384.13	RAD51C
ENSG00000105438.7	KDELR1
ENSG00000245025.2	AC107959.1
ENSG00000253818.1	IGLV1-41
ENSG00000240103.2	AC132825.1
ENSG00000272914.1	AL359532.1
ENSG00000280169.1	AL136526.1
ENSG00000105556.9	MIER2
ENSG00000272323.1	AC026801.2
ENSG00000236180.2	AL445669.1
ENSG00000168818.8	STX18
ENSG00000103671.8	TRIP4
ENSG00000177685.15	CRACR2B
ENSG00000155026.15	RSPH10B
ENSG00000261655.1	AC100803.3
ENSG00000265282.1	AC005828.4
ENSG00000239804.1	AC092902.1
ENSG00000235888.1	AF064858.1
ENSG00000272905.1	AC018648.1
ENSG00000225292.2	AL158212.1
ENSG00000198835.3	GJC2
ENSG00000167333.11	TRIM68
ENSG00000276384.1	AC016876.3
ENSG00000117054.12	ACADM
ENSG00000146383.7	TAAR6
ENSG00000084463.6	WBP11
ENSG00000238168.5	IFITM3P5
ENSG00000260971.3	AC119674.1
ENSG00000162687.15	KCNT2
ENSG00000240877.3	RN7SL521P
ENSG00000066322.11	ELOVL1
ENSG00000142186.15	SCYL1
ENSG00000099968.16	BCL2L13
ENSG00000243772.5	KIR2DL3
ENSG00000118113.10	MMP8
ENSG00000278338.3	VWA8-AS1
ENSG00000280401.1	AC022532.1
ENSG00000139351.13	SYCP3
ENSG00000253848.1	AC010834.2
ENSG00000265638.1	AC005702.3
ENSG00000234756.1	LINC02621
ENSG00000204227.4	RING1
ENSG00000131944.8	FAAP24
ENSG00000238621.1	TRI-TAT2-2
ENSG00000166126.9	AMN
ENSG00000154781.14	CCDC174
ENSG00000115486.10	GGCX
ENSG00000152620.11	NADK2
ENSG00000060558.3	GNA15
ENSG00000273855.1	AC020658.5
ENSG00000236446.3	CT47B1
ENSG00000238045.8	AC009133.1
ENSG00000249167.1	SEMA6A-AS2
ENSG00000104679.9	R3HCC1
ENSG00000200332.1	Y_RNA
ENSG00000276995.1	RP11-321A17.6
ENSG00000154832.13	CXXC1
ENSG00000232946.1	RPL35AP20
ENSG00000166896.6	ATP23
ENSG00000149269.8	PAK1
ENSG00000153165.17	RGPD3
ENSG00000234213.1	FHP1
ENSG00000277829.1	AL031651.2
ENSG00000276127.1	AL589935.2
ENSG00000235848.3	RMDN2-AS1
ENSG00000130649.8	CYP2E1
ENSG00000226179.4	LINC00685
ENSG00000253983.2	AC087627.1
ENSG00000260913.1	LINC01254
ENSG00000274184.1	AC011815.2
ENSG00000144524.16	COPS7B
ENSG00000273160.1	AL359962.2
ENSG00000228801.5	AC064807.1
ENSG00000237471.1	AC073115.2
ENSG00000018236.13	CNTN1
ENSG00000276505.1	AP000892.3
ENSG00000174130.11	TLR6
ENSG00000170579.13	DLGAP1
ENSG00000118961.13	LDAH
ENSG00000173040.11	EVC2
ENSG00000279379.1	AC024595.1
ENSG00000108511.9	HOXB6
ENSG00000224646.2	RPS28P5
ENSG00000134256.11	CD101
ENSG00000264968.1	AC090844.2
ENSG00000197880.7	MDS2
ENSG00000249502.1	AC006160.1
ENSG00000266987.1	AC104984.5
ENSG00000224072.1	VEZTP1
ENSG00000172900.10	ACTE1P
ENSG00000161180.9	CCDC116
ENSG00000247402.2	AC099487.1
ENSG00000128596.15	CCDC136
ENSG00000227681.4	AL033504.1
ENSG00000166326.6	TRIM44
ENSG00000235880.1	AL158832.1
ENSG00000140945.14	CDH13
ENSG00000252060.1	RNA5SP464
ENSG00000123454.9	DBH
ENSG00000138347.14	MYPN
ENSG00000182400.13	TRAPPC6B
ENSG00000255680.1	AC091564.6
ENSG00000101384.10	JAG1
ENSG00000128050.7	PAICS
ENSG00000140905.8	GCSH
ENSG00000219163.2	HMGB1P20
ENSG00000171497.4	PPID
ENSG00000163328.12	GPR155
ENSG00000172915.17	NBEA
ENSG00000072041.15	SLC6A15
ENSG00000162191.12	UBXN1
ENSG00000204624.7	DISP3
ENSG00000228554.1	AC004837.2
ENSG00000271752.1	AC112187.3
ENSG00000160321.13	ZNF208
ENSG00000125675.16	GRIA3
ENSG00000185527.10	PDE6G
ENSG00000261669.1	AC008731.1
ENSG00000225246.1	RPS2P1
ENSG00000215159.3	AC025262.1
ENSG00000109625.17	CPZ
ENSG00000200830.1	RN7SKP134
ENSG00000224387.1	AL139246.1
ENSG00000133317.13	LGALS12
ENSG00000264448.3	MIR378D2HG
ENSG00000273473.1	BX649601.1
ENSG00000170790.4	OR10A2
ENSG00000176049.14	JAKMIP2
ENSG00000271788.1	AC008875.1
ENSG00000201136.1	RNU6-353P
ENSG00000230993.1	RPL12P15
ENSG00000232196.3	MTRNR2L4
ENSG00000196296.12	ATP2A1
ENSG00000257557.2	PPP1R12A-AS1
ENSG00000163956.9	LRPAP1
ENSG00000262686.1	GLIS2-AS1
ENSG00000228142.2	AL354861.2
ENSG00000177830.16	CHID1
ENSG00000109066.12	TMEM104
ENSG00000176435.6	CLEC14A
ENSG00000171462.13	DLK2
ENSG00000235381.1	AL596202.1
ENSG00000112335.13	SNX3
ENSG00000274598.1	AC087893.2
ENSG00000207832.1	AC245028.1
ENSG00000137055.13	PLAA
ENSG00000164047.4	CAMP
ENSG00000224341.1	AKR7A2P2
ENSG00000244733.5	AL132656.2
ENSG00000183741.10	CBX6
ENSG00000198822.9	GRM3
ENSG00000020426.9	MNAT1
ENSG00000133641.16	C12orf29
ENSG00000213385.3	AC105052.2
ENSG00000155111.13	CDK19
ENSG00000272354.1	AC092354.1
ENSG00000249483.1	AC026726.1
ENSG00000255529.6	POLR2M
ENSG00000254842.5	LINC02551
ENSG00000102409.9	BEX4
ENSG00000255350.1	MTCO1P15
ENSG00000214297.3	ALDOAP2
ENSG00000196417.11	ZNF765
ENSG00000086504.14	MRPL28
ENSG00000260228.4	AC009119.1
ENSG00000163590.12	PPM1L
ENSG00000240050.4	RP1-93H18.1
ENSG00000231233.1	CFAP58-DT
ENSG00000244693.1	CTAGE8
ENSG00000182667.13	NTM
ENSG00000174282.10	ZBTB4
ENSG00000175938.6	ORAI3
ENSG00000263280.1	AC003965.1
ENSG00000255741.1	AP000808.1
ENSG00000279031.1	AC004232.2
ENSG00000103184.10	SEC14L5
ENSG00000259863.1	SH3RF3-AS1
ENSG00000205863.8	C1QTNF9B
ENSG00000171490.11	RSL1D1
ENSG00000268287.1	AC008687.3
ENSG00000240152.2	LINC02271
ENSG00000274594.1	AL391669.1
ENSG00000044524.9	EPHA3
ENSG00000140598.12	EFL1
ENSG00000236523.2	NPM1P40
ENSG00000211648.2	IGLV1-47
ENSG00000077782.18	FGFR1
ENSG00000136315.4	AL355922.1
ENSG00000240052.1	AC108114.1
ENSG00000076650.5	GPATCH1
ENSG00000259982.1	CDC37P1
ENSG00000185186.7	LINC00313
ENSG00000122008.14	POLK
ENSG00000110427.13	KIAA1549L
ENSG00000198939.6	ZFP2
ENSG00000248540.2	AC010931.1
ENSG00000277224.1	H2BC7
ENSG00000204277.1	LINC01993
ENSG00000171681.11	ATF7IP
ENSG00000262434.1	AC087392.4
ENSG00000255903.2	RPL12P46
ENSG00000167981.5	ZNF597
ENSG00000204253.4	HNRNPCP2
ENSG00000227574.2	AC112229.2
ENSG00000034693.13	PEX3
ENSG00000215210.3	RBMXP2
ENSG00000183287.12	CCBE1
ENSG00000270761.1	AL355353.1
ENSG00000198496.9	NBR2
ENSG00000243491.1	AC082651.3
ENSG00000181097.5	LINC02878
ENSG00000267274.1	AC008770.3
ENSG00000101842.12	VSIG1
ENSG00000279013.1	AC110774.1
ENSG00000240666.2	MME-AS1
ENSG00000280273.1	AF131216.4
ENSG00000219797.2	PPIAP9
ENSG00000119574.11	ZBTB45
ENSG00000276851.1	AC002401.4
ENSG00000271396.1	AC091167.4
ENSG00000163930.8	BAP1
ENSG00000179058.6	C9orf50
ENSG00000177369.7	FLJ40194
ENSG00000157399.13	ARSL
ENSG00000073060.14	SCARB1
ENSG00000213977.6	TAX1BP3
ENSG00000130305.15	NSUN5
ENSG00000228407.2	AL139156.2
ENSG00000279314.1	AC002525.1
ENSG00000259257.1	AC037479.1
ENSG00000102054.16	RBBP7
ENSG00000214510.8	SPINK13
ENSG00000182544.8	MFSD5
ENSG00000207399.1	RNU6-1011P
ENSG00000263413.2	MIR4538
ENSG00000249791.1	AC008494.2
ENSG00000183837.9	PNMA3
ENSG00000212802.4	RPL15P3
ENSG00000254431.1	AC084083.1
ENSG00000270665.1	HNRNPA1P67
ENSG00000104880.16	ARHGEF18
ENSG00000066027.10	PPP2R5A
ENSG00000259592.1	PRELID1P4
ENSG00000206549.11	AC109583.1
ENSG00000137040.9	RANBP6
ENSG00000215032.2	GNL3LP1
ENSG00000113209.8	PCDHB5
ENSG00000248278.1	SUMO2P17
ENSG00000117525.12	F3
ENSG00000159197.3	KCNE2
ENSG00000164935.5	DCSTAMP
ENSG00000269549.2	RP3-461P17.10
ENSG00000133111.3	RFXAP
ENSG00000082556.9	OPRK1
ENSG00000184381.17	PLA2G6
ENSG00000120329.6	SLC25A2
ENSG00000175189.3	INHBC
ENSG00000248114.1	AC114812.3
ENSG00000270948.1	MTDHP1
ENSG00000279619.1	AC020907.5
ENSG00000236094.1	LINC00545
ENSG00000211799.3	TRAV19
ENSG00000258636.1	AL121821.2
ENSG00000167004.11	PDIA3
ENSG00000144857.13	BOC
ENSG00000042980.11	ADAM28
ENSG00000124194.14	GDAP1L1
ENSG00000225851.1	HLA-S
ENSG00000152092.14	ASTN1
ENSG00000228153.1	AL161793.1
ENSG00000119457.7	SLC46A2
ENSG00000185271.6	KLHL33
ENSG00000267708.1	RDM1P3
ENSG00000260919.1	AC100835.1
ENSG00000279319.1	AC105074.1
ENSG00000279927.1	Z95114.4
ENSG00000261064.1	LINC02256
ENSG00000198408.12	OGA
ENSG00000104435.12	STMN2
ENSG00000117280.11	RAB29
ENSG00000203865.8	ATP1A1-AS1
ENSG00000159761.13	C16orf86
ENSG00000272990.1	AC084036.1
ENSG00000223931.2	AC142381.1
ENSG00000234571.1	H2BP2
ENSG00000274455.1	GUSBP7
ENSG00000211611.2	IGKV6-21
ENSG00000241959.3	RN7SL76P
ENSG00000157343.7	ARMC12
ENSG00000255993.1	PSMC1P9
ENSG00000167461.10	RAB8A
ENSG00000269072.1	AC063977.5
ENSG00000226266.5	AC009961.1
ENSG00000146802.11	TMEM168
ENSG00000157617.15	C2CD2
ENSG00000119650.11	IFT43
ENSG00000085185.14	BCORL1
ENSG00000278771.1	RN7SL3
ENSG00000211788.2	TRAV13-1
ENSG00000239143.1	Y_RNA
ENSG00000100314.3	CABP7
ENSG00000205177.6	C11orf91
ENSG00000117859.17	OSBPL9
ENSG00000087460.22	GNAS
ENSG00000160094.13	ZNF362
ENSG00000091128.11	LAMB4
ENSG00000277117.3	FP565260.3
ENSG00000167703.13	SLC43A2
ENSG00000258465.5	AL139011.2
ENSG00000129048.6	ACKR4
ENSG00000255052.4	FAM66D
ENSG00000227077.3	AC107983.1
ENSG00000199506.1	RNU6-247P
ENSG00000243440.5	AF165138.7
ENSG00000241185.2	AC005410.1
ENSG00000175643.8	RMI2
ENSG00000272319.1	AL022345.1
ENSG00000207186.1	RNA5SP122
ENSG00000170128.3	GPR25
ENSG00000218890.1	NUFIP1P1
ENSG00000279048.1	AC080080.1
ENSG00000276651.1	AC007950.2
ENSG00000163939.17	PBRM1
ENSG00000184374.2	COLEC10
ENSG00000102967.10	DHODH
ENSG00000249532.3	MIR302CHG
ENSG00000225328.1	LINC01594
ENSG00000135272.8	MDFIC
ENSG00000271874.1	AC025754.2
ENSG00000280527.1	AL031587.1
ENSG00000213997.3	PGAM1P7
ENSG00000187550.7	SBK2
ENSG00000122490.17	SLC66A2
ENSG00000158669.10	GPAT4
ENSG00000259209.3	AC004943.1
ENSG00000167780.10	SOAT2
ENSG00000144891.16	AGTR1
ENSG00000228509.4	AC006460.1
ENSG00000253248.4	AC079098.1
ENSG00000235837.1	AC073333.1
ENSG00000185666.13	SYN3
ENSG00000232626.3	AC099336.1
ENSG00000166664.12	CHRFAM7A
ENSG00000267316.4	AC090409.2
ENSG00000280168.1	AC005274.1
ENSG00000219257.2	NPM1P38
ENSG00000249604.1	AC096564.1
ENSG00000223695.1	FO393418.1
ENSG00000250616.2	AC012645.1
ENSG00000213239.3	NPM1P32
ENSG00000106771.11	TMEM245
ENSG00000180346.3	TIGD2
ENSG00000236213.1	AC006369.1
ENSG00000164037.15	SLC9B1
ENSG00000080608.9	PUM3
ENSG00000114767.6	RRP9
ENSG00000258081.3	AL110292.1
ENSG00000104687.11	GSR
ENSG00000092098.15	RNF31
ENSG00000187715.12	KBTBD12
ENSG00000104814.11	MAP4K1
ENSG00000256720.1	BTG1P1
ENSG00000101546.11	RBFA
ENSG00000023228.12	NDUFS1
ENSG00000126822.14	PLEKHG3
ENSG00000234297.2	PSIP1P1
ENSG00000100473.14	COCH
ENSG00000224014.1	AL390728.3
ENSG00000254827.4	SLC22A18AS
ENSG00000275325.3	PDCD6IPP1
ENSG00000175877.3	TMEM270
ENSG00000155189.10	AGPAT5
ENSG00000246084.2	LINC02325
ENSG00000168672.3	LRATD2
ENSG00000138675.15	FGF5
ENSG00000259024.5	TVP23C-CDRT4
ENSG00000254631.4	AP001372.1
ENSG00000248112.1	AC108174.1
ENSG00000138483.2	CCDC54
ENSG00000186369.8	LINC00643
ENSG00000181396.11	OGFOD3
ENSG00000230333.5	AC004160.1
ENSG00000073905.8	VDAC1P1
ENSG00000229862.4	AL121972.1
ENSG00000015520.13	NPC1L1
ENSG00000279197.1	AC010608.2
ENSG00000119185.11	ITGB1BP1
ENSG00000108523.14	RNF167
ENSG00000029639.9	TFB1M
ENSG00000163687.12	DNASE1L3
ENSG00000254986.6	DPP3
ENSG00000083544.12	TDRD3
ENSG00000124762.12	CDKN1A
ENSG00000117407.15	ARTN
ENSG00000051009.9	FAM160A2
ENSG00000275418.1	AC104971.3
ENSG00000183814.14	LIN9
ENSG00000243697.1	AC009108.1
ENSG00000158122.10	PRXL2C
ENSG00000163596.15	ICA1L
ENSG00000250899.3	AC125807.2
ENSG00000105131.6	EPHX3
ENSG00000272716.1	AL121658.1
ENSG00000225419.1	RPL21P3
ENSG00000213556.3	AL359692.1
ENSG00000231043.3	AC007238.1
ENSG00000104951.14	IL4I1
ENSG00000169515.5	CCDC8
ENSG00000271119.1	AC026412.3
ENSG00000072201.12	LNX1
ENSG00000182389.17	CACNB4
ENSG00000187229.3	AC100800.1
ENSG00000056050.6	HPF1
ENSG00000204136.9	GGTA1
ENSG00000276758.1	AC245884.12
ENSG00000152527.12	PLEKHH2
ENSG00000154188.8	ANGPT1
ENSG00000112167.8	SAYSD1
ENSG00000211776.2	TRAV2
ENSG00000277794.1	Metazoa_SRP
ENSG00000233614.6	DDX11L10
ENSG00000182512.4	GLRX5
ENSG00000101323.4	HAO1
ENSG00000177576.9	C18orf32
ENSG00000237590.1	AL137026.2
ENSG00000198711.5	SSBP3-AS1
ENSG00000201742.1	RNU6-563P
ENSG00000189283.8	FHIT
ENSG00000151327.11	FAM177A1
ENSG00000168032.7	ENTPD3
ENSG00000241544.1	LINC02029
ENSG00000212293.1	AL137247.1
ENSG00000268297.1	CLEC4GP1
ENSG00000183395.4	PMCH
ENSG00000224331.2	AC019181.1
ENSG00000143153.11	ATP1B1
ENSG00000230316.5	FEZF1-AS1
ENSG00000170161.6	AL512625.1
ENSG00000241945.6	PWP2
ENSG00000169871.11	TRIM56
ENSG00000238926.1	Y_RNA
ENSG00000004776.10	HSPB6
ENSG00000161405.15	IKZF3
ENSG00000266554.1	LINC01443
ENSG00000188086.11	PRSS45P
ENSG00000242689.2	CNTF
ENSG00000178586.4	OR6B3
ENSG00000273472.1	AC096733.2
ENSG00000124097.7	HMGB1P1
ENSG00000101115.11	SALL4
ENSG00000261272.1	MUC22
ENSG00000206113.6	CFAP99
ENSG00000161618.8	ALDH16A1
ENSG00000272269.1	AL138724.1
